文件名,流派,平均亮度,平均饱和度,RMS对比度,颜色丰富度,鲜明度,区域平衡度,梯度平滑度,GLCM对比度,GLCM相关性,GLCM能量,GLCM同质性
Amsterdam Skyline Viewed from the West (1894–1904)_Piet Mondrian_2934 x 1981px.jpg,表现主义,82.7237,6.1776,0.1142,8.3026,33.2274,5.9639,6.3472,0.4522,0.8915,0.3568,0.8445
"Anthuriums et lys, 1982.jpg",表现主义,72.2671,23.1587,0.2672,169.4985,33.5058,9.1645,50.8,2.8476,0.8224,0.295,0.6835
"Anémones et fruits, 1984.jpg",表现主义,79.1567,8.6642,0.2074,54.4403,31.5193,5.7816,34.2221,1.7519,0.8596,0.3057,0.7451
Anémones oranges sur fond jaune.jpg,表现主义,78.4336,29.474,0.2158,253.0887,41.9849,10.466,42.312,1.7739,0.8618,0.4762,0.7989
Avond (Evening) The Red Tree - Piet Mondrian  1908-1910.jpg,表现主义,63.4192,33.0236,0.1943,219.7743,29.2417,12.1402,12.4217,1.0104,0.8553,0.2475,0.7212
A安塞姆基弗 (2).jpg,表现主义,73.5689,4.1552,0.2487,13.0046,26.1038,8.6413,17.8196,1.2112,0.9153,0.2387,0.7289
A安塞姆基弗 (30).jpg,表现主义,74.4494,2.5454,0.2186,3.7181,26.2617,4.2895,21.9459,1.2319,0.9048,0.2436,0.7558
A安塞姆基弗 (31).jpg,表现主义,66.3729,11.3621,0.3035,101.7213,24.4728,18.2035,10.3017,0.5997,0.9671,0.2759,0.8282
A安塞姆基弗 (32).jpg,表现主义,64.732,7.7593,0.2434,19.0401,19.24,6.7791,35.8836,3.7591,0.6679,0.1444,0.5021
A安塞姆基弗 (35).jpg,表现主义,50.3686,34.8522,0.3119,140.5525,24.4146,7.7785,41.8317,2.7511,0.7554,0.1899,0.619
A安塞姆基弗 (43).jpg,表现主义,63.3924,31.5746,0.2442,371.4221,29.5455,17.358,16.0952,0.831,0.9234,0.2365,0.7984
A安塞姆基弗 (44).jpg,表现主义,73.8207,22.6966,0.2414,261.0784,35.3729,16.55,24.4364,1.1509,0.9189,0.2473,0.7805
A安塞姆基弗 (45).jpg,表现主义,70.8293,16.092,0.2019,117.2914,27.0687,9.8901,14.9716,0.8206,0.9124,0.2449,0.7908
A安塞姆基弗 (56).jpg,表现主义,73.3057,11.4216,0.1887,73.2291,27.2291,8.1269,30.8445,2.4651,0.7189,0.2073,0.593
A安塞姆基弗 (57).jpg,表现主义,68.9765,15.6705,0.2617,46.3196,26.2097,9.5458,30.1266,2.6918,0.8191,0.1493,0.5701
A安塞姆基弗 (79).jpg,表现主义,54.7243,13.3611,0.4109,41.8202,22.3126,19.7674,29.9847,2.2782,0.9007,0.1469,0.6256
A安塞姆基弗 (80).jpg,表现主义,63.4433,16.232,0.2888,132.6948,24.0623,9.2545,38.9286,3.0955,0.7923,0.1554,0.5758
A安塞姆基弗 (82).jpg,表现主义,59.0513,15.1723,0.293,85.0889,20.0354,6.8385,49.4837,4.4558,0.674,0.1336,0.5038
A安塞姆基弗 (89).jpg,表现主义,71.4769,5.5409,0.1874,25.405,23.1371,4.1087,27.844,2.3178,0.7174,0.1847,0.5969
A安塞姆基弗 (9).jpg,表现主义,58.3878,10.8415,0.2983,45.5949,17.5901,6.3184,50.5586,4.4856,0.6723,0.1383,0.5034
A安塞姆基弗 (93).jpg,表现主义,77.6504,3.2938,0.1536,9.1695,28.1882,4.176,20.358,1.4606,0.775,0.2315,0.6956
A安塞姆基弗 (94).jpg,表现主义,72.8584,2.9669,0.2157,7.5422,24.1486,5.9869,17.3757,1.2484,0.8889,0.2087,0.713
"BERNARD BUFFET Farglitografi, numrerad 195300 och signerad.jpg",表现主义,80.2238,21.9638,0.1368,190.7381,36.8043,9.2383,9.6465,0.6703,0.8874,0.316,0.8073
"BERNARD BUFFET Litografi, signerad, numrerad 72150.jpg",表现主义,78.1363,6.1985,0.2002,3.084,30.8954,6.7188,32.6787,2.1867,0.8039,0.3277,0.6728
"BERNARD BUFFET, TROIS ROSES DANS UN VASE.jpg",表现主义,81.5896,17.8301,0.2699,165.7093,41.454,12.387,51.7764,2.3943,0.889,0.3939,0.7417
Bernard BUFFET (1928-1999) 市政厅 黑色石印版画.jpg,表现主义,44.82,7.728,0.8044,17.6614,31.6017,20.0163,53.3731,2.4113,0.9555,0.3736,0.7617
Bernard BUFFET (1928-1999) 纯种马，1951年 日本珍珠纸设色石印版画.jpg,表现主义,67.4084,9.0167,0.493,27.9483,36.5072,12.7115,26.7053,1.5097,0.9674,0.2739,0.7341
Bernard BUFFET 石印版画，显微镜.jpg,表现主义,65.9265,15.6242,0.5651,210.8851,41.2795,15.5328,26.818,0.9851,0.9831,0.4283,0.852
"Bernard Buffet Clown Blanc, 1997.jpg",表现主义,83.8372,27.1083,0.1981,558.8511,48.1541,11.3611,23.8212,0.843,0.94,0.3659,0.8762
Bernard Buffet HOMARD.jpg,表现主义,80.1731,6.1782,0.2691,42.081,34.7534,14.3842,20.5725,0.8857,0.9618,0.3623,0.8198
"Bernard Buffet Roses Dans Un Vase Bleu, 1984.jpg",表现主义,81.6283,23.6485,0.2451,326.3574,43.3347,16.2008,38.4063,1.4132,0.9262,0.3851,0.8441
"Bernard Buffet Sancho Panca et la Huppe, 1989.jpg",表现主义,79.2367,18.9874,0.2259,291.4039,37.7579,13.3953,59.6625,3.7001,0.742,0.2406,0.6089
"Bernard Buffet Torero, 1994.jpg",表现主义,76.0153,19.2525,0.2968,285.9465,38.4273,10.9359,30.4685,1.3818,0.9438,0.2985,0.7817
"Bernard Buffet Vrouw met glas wijn, 1955.jpg",表现主义,69.5165,14.2243,0.2367,109.4954,25.8287,14.4359,15.2006,0.8938,0.9278,0.2624,0.7896
Bernard Buffet on Pinterest.jpg,表现主义,82.2262,9.2823,0.1315,1.844,33.4168,6.8935,12.5756,0.7427,0.8653,0.4781,0.8137
"Bernard Buffet. Bastille Day, 1970, lithograph (2).jpg",表现主义,72.4518,9.5787,0.2543,28.5333,25.122,5.0279,51.272,3.3532,0.7875,0.2581,0.6451
Bernard BuffetRoute1961.jpg,表现主义,74.74,7.407,0.2085,27.609,27.5722,7.2251,32.4455,1.6076,0.8559,0.33,0.7637
By the Sea (1909)_Piet Mondrian_3000 x 2652px.jpg,表现主义,74.985,19.073,0.1087,269.8533,29.4338,16.1263,1.0074,0.1723,0.9485,0.4008,0.9173
Flowers SunPiet Mondrian •  1909.jpg,表现主义,76.6759,12.55,0.1602,141.5261,30.9887,9.9621,8.356,0.5693,0.9186,0.3747,0.829
Foxtail Lily_Piet Mondrian_3660 x 2694px.jpg,表现主义,70.0557,7.9877,0.098,42.3581,21.8282,4.342,4.0824,0.2655,0.8838,0.4821,0.9028
Landscape near Arnhem (1900–1901)_Piet Mondrian_11004 x 7654px.jpg,表现主义,70.2848,11.1343,0.1668,47.164,22.7944,14.3725,2.5783,0.2278,0.963,0.3601,0.8984
Lighthouse in WestkapellePiet Mondrian •  1909.jpg,表现主义,62.0721,28.2026,0.2374,425.8177,27.5383,11.6832,35.7007,2.0401,0.794,0.2266,0.6549
Mill in Sunlight The Winkel MillPiet Mondrian •  1908.jpg,表现主义,56.5304,58.2543,0.3791,1109.1653,48.6418,25.339,34.7949,1.7419,0.9175,0.2173,0.702
"Piet_Mondrian,_1909,_View_from_the_Dunes_with_Beach_and_Piers,_Domburg,_MoMA.jpeg",表现主义,80.5204,15.138,0.0682,251.7619,34.6528,4.8254,2.9797,0.3646,0.7583,0.4302,0.8479
R-C.jpg,表现主义,81.9647,18.1897,0.2142,265.4276,39.6028,15.8175,35.5723,1.6493,0.8796,0.3499,0.7479
Rue newyorkaise.jpg,表现主义,71.7104,16.0259,0.2295,105.6083,26.8454,9.9088,16.1218,0.9939,0.9186,0.2564,0.7641
"SAINT TROPEZ L’ EGLISE, LA BAIE.jpg",表现主义,77.1354,16.8759,0.2753,292.6278,36.1152,15.3273,33.8894,1.5252,0.9287,0.2891,0.7874
"Saint-Tropez, 1981.jpg",表现主义,78.0132,8.1069,0.2417,67.075,31.7044,8.0137,26.6955,1.185,0.9314,0.4461,0.8058
Small farm on NistelrodePiet Mondrian •  1904.jpg,表现主义,55.6403,19.0445,0.4728,153.9791,28.4244,20.6839,30.3497,1.436,0.954,0.2677,0.7379
Soucis et feuillage dans un vase.jpg,表现主义,76.4366,17.5818,0.2269,136.2229,32.295,10.3548,27.0591,1.6343,0.8861,0.2799,0.7208
"Table et chaise, 1951.jpg",表现主义,70.811,44.0299,0.1619,243.8453,41.5861,19.3525,10.2093,0.508,0.919,0.3716,0.8639
Usine.jpg,表现主义,75.8221,18.9391,0.26,77.2737,34.4323,9.14,53.6222,3.3658,0.812,0.2541,0.645
bernard-buffet-efter-signerad-och-daterad-i-trycket-58.jpg,表现主义,83.5901,8.4245,0.1991,32.9681,35.1365,5.888,21.5856,1.0132,0.9198,0.5331,0.8288
bernard-buffet-farglitografi-signerad-och-numrerad-100-250.jpg,表现主义,82.9833,10.1678,0.2193,90.8114,38.5551,8.4945,36.2932,1.5344,0.8996,0.4095,0.8101
ch9hvildj7z8mmt1tt_x.jpg,表现主义,61.034,31.9468,0.348,335.1007,31.2464,16.1803,15.5614,1.1005,0.9462,0.1791,0.7098
still-life-with-fish-ii-1949.jpg,表现主义,71.8656,23.1847,0.2191,29.784,30.9527,6.7434,8.2431,0.4597,0.9597,0.2854,0.8529
（27）Self-Portrait_(1908_or_1910-1911)_(Kazimir_Malevich) 淘宝：名画资源店 .jpg,表现主义,55.1399,45.0175,0.2325,813.8784,31.2543,26.4422,6.8986,0.5339,0.9295,0.2677,0.8092
Broadway Boogie WoogiePiet Mondrian •  1942-1943.jpg,抽象主义,90.8474,20.5909,0.1268,773.405,51.0735,5.4318,13.0475,0.4194,0.9265,0.6128,0.9318
Composition (1921)_Piet Mondrian_3638 x 3660px.jpg,抽象主义,66.6111,24.5437,0.2835,408.3792,31.9333,23.2209,25.9895,0.6821,0.9577,0.4345,0.9023
Composition (No. 1) Gray-Red (1935)_Piet Mondrian_2909 x 3000px.jpg,抽象主义,89.1387,2.5573,0.1771,31.9989,41.7866,5.3068,27.3425,0.8098,0.9292,0.672,0.9509
Composition 2Piet Mondrian •  1922.jpg,抽象主义,85.6851,3.3692,0.2218,64.7727,39.5337,8.5839,17.843,0.6265,0.9636,0.5821,0.9185
Composition 8 (1914)_Piet Mondrian_2628 x 4386px.jpg,抽象主义,80.2895,8.5797,0.121,17.428,31.7811,2.6365,27.8295,1.172,0.7397,0.4944,0.8435
Composition APiet Mondrian •  1923 (2).jpg,抽象主义,71.7521,16.0067,0.3827,289.9637,37.6802,14.9211,23.0169,0.8235,0.9763,0.3117,0.8843
"Composition No. I, with Red and Black (1929)_Piet Mondrian_5088 x 5139px.jpg",抽象主义,87.7411,9.1387,0.2062,417.0824,45.4612,19.3738,9.1069,0.2588,0.9828,0.8059,0.9746
Composition No.10Piet Mondrian •  1939-1942.jpg,抽象主义,80.9681,7.866,0.3526,160.1754,42.997,6.5588,61.3771,1.9996,0.9465,0.6857,0.863
Composition in Color APiet Mondrian •  1917.jpg,抽象主义,81.0742,15.0639,0.2021,617.0984,42.045,9.5679,13.4473,0.4375,0.9633,0.6871,0.9331
"Composition in White, Red, and Yellow (1936)_Piet Mondrian_3858 x 4944px.jpg",抽象主义,88.0168,2.9021,0.2113,109.3338,41.1502,6.6173,29.0927,0.8353,0.9476,0.8032,0.942
"Composition of Red and White; Nom 1,Composition No. 4 with red and blue (1938–42)_Piet Mondrian_3868 x 3864px.jpg",抽象主义,78.1164,11.23,0.3398,366.6886,42.6881,14.05,58.5074,1.8712,0.9426,0.4962,0.8956
Composition with Grid IXPiet Mondrian •  1919.jpg,抽象主义,67.3396,28.8729,0.2886,670.1018,34.7193,9.3001,73.6257,4.0843,0.7616,0.2202,0.7375
"Composition with Large Red Plane, Yellow, Black, Gray and BluePiet Mondrian •  1921.jpg",抽象主义,70.5442,35.9312,0.3767,970.9378,47.5518,31.2139,26.969,0.9908,0.9688,0.3764,0.8625
Composition with Oval in Color Planes IIPiet Mondrian •  1914.jpg,抽象主义,64.2009,18.2479,0.347,191.6775,28.8398,10.4893,104.5175,4.0464,0.8164,0.2507,0.7457
"Composition with Red, Blue and YellowPiet Mondrian •  1930 (2).jpg",抽象主义,60.3009,61.8415,0.426,1912.3986,63.7178,48.1452,20.2017,0.625,0.9783,0.481,0.9112
"Composition with Red, Blue and YellowPiet Mondrian •  1930.jpg",抽象主义,79.3563,33.0077,0.1783,584.9483,45.9226,25.6726,4.3829,0.1553,0.9805,0.6238,0.9713
"Composition with Red, Yellow and BluePiet Mondrian •  1937-1942.jpg",抽象主义,78.9068,5.4715,0.336,137.2943,38.7135,7.7243,48.9495,1.5745,0.9519,0.6135,0.8799
Composizione (1916)_Piet Mondrian_2146 x 3464px.jpg,抽象主义,71.2306,18.9531,0.1516,208.5095,26.9206,5.779,21.9397,1.0855,0.7995,0.3574,0.7987
"Lozenge Composition with Yellow, Black, Blue, Red, and Gray (1921)_Piet Mondrian_3000 x 3000px.jpg",抽象主义,89.9294,3.8729,0.2205,115.4706,45.5951,10.9512,16.9643,0.4851,0.9723,0.8164,0.9655
New York City IPiet Mondrian •  1942.jpg,抽象主义,81.3083,32.3322,0.1538,758.6152,46.926,6.8377,14.2352,0.4966,0.9327,0.5477,0.9236
Oostzijdse Mill along the River Gein by Moonlight (c. 1903)_Piet Mondrian_5312 x 4386px.jpg,抽象主义,71.2445,9.1925,0.1387,47.8925,23.3208,12.5583,3.306,0.33,0.9254,0.3659,0.8647
"Piet_Mondriaan,_1930_-_Mondrian_Composition_II_in_Red,_Blue,_and_Yellow.jpg",抽象主义,73.24,40.1962,0.2533,1003.4535,49.8473,33.7771,8.139,0.2772,0.9821,0.5965,0.9503
"Piet_Mondriaan,_1939-1942_-_Composition_10.jpg",抽象主义,82.768,7.1254,0.3926,244.6073,47.7628,7.0124,80.0058,2.5438,0.9493,0.6416,0.844
"Piet_Mondriaan,_1942_-_New_York_City_I.jpg",抽象主义,87.7256,24.1061,0.1533,803.0224,50.3396,4.9839,21.6076,0.7751,0.9075,0.5209,0.8933
"Piet_Mondrian,_1942_-_Broadway_Boogie_Woogie.jpg",抽象主义,90.8402,20.7884,0.1272,802.1087,51.3313,5.4479,13.4535,0.4372,0.9239,0.6129,0.9318
Place de la ConcordePiet Mondrian •  1938-1943.jpg,抽象主义,88.5554,10.7792,0.2086,473.7681,45.7491,12.714,35.0071,1.0488,0.9287,0.6572,0.922
Study for a Composition (1940–1941)_Piet Mondrian_2073 x 2704px.jpg,抽象主义,82.2725,13.7915,0.1205,224.3091,37.1398,13.4028,3.774,0.306,0.9338,0.4709,0.8819
"Tableau 3 with Orange -Red, Yellow, Black, Blue and GrayPiet Mondrian •  1921.jpg",抽象主义,75.0942,30.9471,0.3067,932.2067,46.8446,28.0654,19.9664,0.6871,0.9718,0.3871,0.8962
"Tableau_I,_by_Piet_Mondriaan.jpg",抽象主义,85.013,10.5793,0.1997,316.1864,41.4611,13.9545,13.7094,0.416,0.9696,0.5574,0.9481
The Red MillPiet Mondrian •  1910-1911.jpg,抽象主义,65.6724,40.9694,0.1209,583.4928,34.6269,17.1047,12.4746,0.5107,0.8285,0.4792,0.8961
Trafalgar SquarePiet Mondrian •  1939-1943.jpg,抽象主义,82.3963,10.3538,0.2603,493.848,40.5158,13.0537,31.1082,0.9526,0.9564,0.6625,0.9307
Victory Boogie WoogiePiet Mondrian •  1944.jpg,抽象主义,92.7969,8.688,0.1419,362.9132,47.9786,8.3061,15.7796,0.4981,0.9458,0.5865,0.9373
蒙德里安作品 (1).jpeg,抽象主义,65.6027,28.5256,0.2912,675.6092,33.3477,18.6112,20.0769,0.6805,0.9609,0.4549,0.9376
蒙德里安作品 (16).jpg,抽象主义,20.4923,27.1033,1.6114,329.273,47.2466,28.0976,30.2324,0.7955,0.9839,0.7398,0.9555
蒙德里安作品 (17).jpg,抽象主义,91.5058,2.511,0.1152,39.5867,42.2232,5.3492,7.2418,0.2585,0.9523,0.7662,0.9511
蒙德里安作品 (21).jpg,抽象主义,91.6808,4.2708,0.1428,137.9395,44.7176,7.9677,11.2949,0.3407,0.9559,0.8002,0.9594
蒙德里安作品 (38).jpg,抽象主义,91.2436,35.6455,0.1437,1934.2288,63.2798,9.6888,19.5432,0.779,0.8963,0.6955,0.9086
蒙德里安作品 (40).jpg,抽象主义,84.232,11.6903,0.2439,613.1445,46.0163,22.4137,21.1105,0.6618,0.9678,0.6917,0.9445
蒙德里安作品 (42).jpg,抽象主义,79.1709,24.0577,0.3229,1048.8064,50.4832,34.3414,30.4989,0.93,0.9691,0.6278,0.9395
蒙德里安作品 (44).jpg,抽象主义,86.4218,12.797,0.231,475.4045,46.9263,21.3428,23.2469,0.7968,0.9546,0.65,0.9368
蒙德里安作品 (45).jpg,抽象主义,66.6407,24.9775,0.279,421.7536,32.0227,23.8207,9.532,0.4012,0.9748,0.4547,0.9135
蒙德里安作品 (46).jpg,抽象主义,91.5728,6.4782,0.1114,236.2733,44.7904,9.5055,14.7679,0.4416,0.9128,0.6879,0.9471
蒙德里安作品 (47).jpg,抽象主义,90.6017,7.5359,0.1184,130.6895,42.9005,10.8297,6.067,0.1885,0.9641,0.6267,0.9763
蒙德里安作品 (48).jpg,抽象主义,82.8602,11.1822,0.1925,494.0989,40.8342,18.3081,9.6702,0.3088,0.9724,0.7891,0.9535
蒙德里安作品 (49).jpg,抽象主义,88.1672,3.272,0.1341,35.0514,39.3461,3.6126,9.1495,0.3175,0.9481,0.7607,0.9405
蒙德里安作品 (50).jpg,抽象主义,75.358,15.8332,0.2698,409.3902,33.1309,12.997,22.4976,0.675,0.9644,0.3944,0.8965
蒙德里安作品 (51).jpg,抽象主义,84.4464,7.0381,0.2023,114.8845,37.7728,12.6823,18.7092,0.6576,0.9462,0.6157,0.9341
蒙德里安作品 (52).jpg,抽象主义,84.2481,12.3119,0.2437,628.5573,46.1561,22.4906,21.0794,0.6629,0.9676,0.6881,0.9427
蒙德里安作品 (54).jpg,抽象主义,85.2698,14.9411,0.2396,684.4888,47.3219,24.0642,12.7841,0.3667,0.981,0.7617,0.964
蒙德里安作品 (55).jpg,抽象主义,68.3644,17.8672,0.4427,274.4002,38.1098,17.7928,35.9399,1.2012,0.971,0.356,0.8703
蒙德里安作品 (58).jpg,抽象主义,88.1936,2.0201,0.2289,17.8403,41.8833,4.4297,38.0127,1.168,0.937,0.7851,0.9246
蒙德里安作品 (59).jpg,抽象主义,84.1553,10.5964,0.2284,214.0183,41.0972,19.8524,11.7971,0.3985,0.9753,0.6683,0.9433
蒙德里安作品 (60).jpg,抽象主义,74.1502,18.9903,0.3166,439.4508,39.1477,20.1692,11.0219,0.3293,0.9864,0.473,0.9571
蒙德里安作品 (61).jpg,抽象主义,87.1509,3.1346,0.2863,36.0659,44.9288,5.3191,33.475,0.9595,0.967,0.8199,0.9461
蒙德里安作品 (62).jpg,抽象主义,97.1371,4.1877,0.0421,255.9162,49.335,5.416,1.2158,0.05,0.9424,0.7501,0.9827
蒙德里安作品 (63).jpg,抽象主义,60.971,60.0696,0.0986,1894.4549,47.9167,7.7044,3.0875,0.2643,0.8444,0.4783,0.8877
蒙德里安作品 (64).jpg,抽象主义,83.9192,42.5833,0.1696,1574.2437,59.8354,11.0906,6.6023,0.3319,0.965,0.4316,0.9063
蒙德里安作品 (65).jpg,抽象主义,85.07,4.2805,0.2568,76.3225,40.8176,9.2339,33.8126,1.0914,0.949,0.6938,0.9231
蒙德里安作品 (66).jpg,抽象主义,80.7588,16.2457,0.3428,775.1921,48.4319,19.5374,46.3874,1.2754,0.962,0.6955,0.9184
蒙德里安作品.jpg,抽象主义,65.6,28.5388,0.2912,676.0778,33.3611,18.589,20.0854,0.6798,0.961,0.4554,0.9379
（02）1928-32_Malevich_Frau_mit_Harke_anagoria 淘宝：名画资源店 .jpg,抽象主义,74.0434,36.4324,0.1964,1148.5017,42.0125,30.8484,7.5895,0.337,0.9647,0.4309,0.9125
"（05）GUGG_Untitled_(Suprematist_Composition,_Malevich_a) 淘宝：名画资源店 .jpg",抽象主义,87.6749,7.659,0.1051,2.8164,38.5443,4.396,3.5232,0.1204,0.9688,0.8881,0.977
"（06）GUGG_Untitled_(Suprematist_Composition,_Malevich_b) 淘宝：名画资源店 .jpg",抽象主义,87.037,7.8137,0.1229,4.166,38.1871,5.555,2.732,0.084,0.9841,0.8989,0.9814
（08）Kasimir_Malevich_-_Stroyuschiysya_dom_(House_under_construction)_-_Google_Art_Project 淘宝：名画资源店 .jpg,抽象主义,78.9261,13.8943,0.2286,301.6306,37.2314,13.2231,14.6027,0.4363,0.9711,0.7016,0.9467
"（12）Kazimir_malevich,_suprematismo_(supremus_no._58),_1916 淘宝：名画资源店 .jpg",抽象主义,83.0681,4.5501,0.1738,111.7081,35.3784,7.3082,10.6622,0.3087,0.9657,0.6199,0.9458
"（13）Kazimir_malevich,_verso_la_vendemmia_(martha_e_vanka),_1928-29 淘宝：名画资源店 .jpg",抽象主义,75.6096,14.4701,0.1917,223.4255,30.8583,10.9782,5.602,0.2721,0.9719,0.3187,0.9117
（14）Kazimir_Malevich_-_Painterly_Realism_of_a_Football_Player_–_Color_Masses_in_the_4th_Dimension_-_Google_Art_Project 淘宝：名画资源店 .jpg,抽象主义,86.8185,6.7968,0.1816,221.0509,41.0651,12.6948,6.458,0.4101,0.965,0.4699,0.864
（15）Kazimir_Malevich_-_Suprametism 淘宝：名画资源店 .jpg,抽象主义,83.3064,11.5158,0.2948,437.6849,44.1245,19.3282,15.4734,0.4837,0.9812,0.6533,0.9339
（16）Kazimir_Malevich_-_Suprematism_-_Google_Art_Project 淘宝：名画资源店 .jpg,抽象主义,90.3263,7.1398,0.1777,275.3568,45.7735,11.9564,10.2979,0.2974,0.9749,0.7674,0.9485
（17）Kazimir_Malevich_-_Suprematism_-_Google_Art_Project_(fgFDOCizceY5pw) 淘宝：名画资源店 .jpg,抽象主义,62.6212,6.217,0.6566,39.3213,42.9812,30.3273,28.0082,0.9592,0.9873,0.4919,0.864
（19）Malevich 淘宝：名画资源店 .jpg,抽象主义,74.5603,28.0991,0.255,791.8906,40.4088,18.079,16.7183,0.7399,0.9561,0.3595,0.858
（20）Malevich_-_Mann_in_suprematischer_Landschaft 淘宝：名画资源店 .jpg,抽象主义,76.3386,21.7623,0.1678,387.6046,34.4706,12.9691,6.4602,0.2854,0.9634,0.3675,0.9181
（22）Malevici01 淘宝：名画资源店 .jpg,抽象主义,92.298,19.1392,0.1524,265.415,49.1833,13.2454,2.5707,0.0971,0.9876,0.7504,0.9656
（25）Malewitsch_-_Suprematismus_Nr_50_-_1915 淘宝：名画资源店 .jpg,抽象主义,82.8356,15.8356,0.1814,279.6545,39.0933,11.0563,6.7803,0.3239,0.9711,0.5166,0.9033
（28）Suprematism._Soccer_Player_in_the_Fourth_Dimension 淘宝：名画资源店 .jpg,抽象主义,88.3272,4.8621,0.1929,138.5671,42.1638,11.5748,7.6957,0.2523,0.9816,0.799,0.9609
（30）Women_with_a_Rake_P1060751 淘宝：名画资源店 .jpg,抽象主义,73.0723,28.4169,0.1604,590.5983,35.5389,21.35,5.1711,0.2019,0.9682,0.5021,0.9489
（32）Девушка_с_гребнем_в_волосах 淘宝：名画资源店 .jpg,抽象主义,72.2123,17.3499,0.4214,393.1284,41.5678,25.0818,14.9287,0.516,0.9868,0.4184,0.902
（33）Девушка_с_красным_древком 淘宝：名画资源店 .jpg,抽象主义,79.1722,16.0184,0.2345,206.7254,38.0391,18.8103,4.865,0.195,0.9866,0.5946,0.9404
（35）Казимир_Малевич_—_Важке_передчуття 淘宝：名画资源店 .jpg,抽象主义,70.236,43.6033,0.2858,1467.6297,45.9878,40.3684,8.3359,0.3238,0.9821,0.3824,0.9276
（36）Красный_супрематический_квадрат 淘宝：名画资源店 .jpg,抽象主义,74.3232,29.2075,0.2753,506.7931,43.6794,15.4786,6.4056,0.5581,0.9713,0.438,0.8328
（39）Супрематическая_живопись._1916._ЧС 淘宝：名画资源店 .jpg,抽象主义,80.4852,21.0264,0.3339,912.2237,49.0741,26.8854,20.1203,0.5527,0.9821,0.5996,0.923
（40）Супрематическая_композиция._Середина_1910-х 淘宝：名画资源店 .jpg,抽象主义,67.9102,15.6037,0.4683,248.3205,39.5617,26.2252,16.5504,0.6498,0.986,0.3979,0.8646
